chrom	chromStart	chromEnd	beta
chr12	58415473	58417404	0.02
chr10	109965251	109965865	0.85
chr6	132201827	132203702	0.05
chr11	102542016	102543780	0.05
chr16	58115286	58116114	0.22
chr19	47312004	47312056	0.36
chr5	13135040	13136970	0.24
chr17	83110881	83111091	0.33
chr1	215026853	215028700	0.21
chr6	144434574	144436439	0.0
chr12	47423777	47425318	0.01
chr11	29069403	29071168	0.12
chr12	58610628	58611965	0.02
chr2	219800669	219802436	0.08
chr3	190601047	190602897	0.03
chr18	21160072	21162043	0.09
chr17	56123139	56124879	0.17
chr5	13212966	13214957	0.0
chrX	45599738	45601729	0.03
chr1	204437585	204437929	0.41
chr6	129506277	129508125	0.35
chr4	80590506	80591500	0.4
chr6	125233950	125235775	0.18
chr2	84471703	84473593	0.03
chr4	4455870	4456671	0.5
chr5	13156303	13158028	0.02
chr4	41687233	41688406	0.16
chr6	1525325	1526951	0.12
chr21	29205804	29206963	0.06
chr3	192060340	192061516	0.03
chr12	47127273	47128925	0.02
chr14	102190857	102191726	0.04
chr1	89564665	89565046	0.04
chr2	225905135	225907123	0.05
chr10	90360202	90361592	0.03
chr2	226592473	226593720	0.03
chr12	77782250	77783694	0.03
chr13	54586373	54588338	0.03
chr14	71826570	71827522	0.62
chrX	40933201	40934175	0.24
chr1	232783648	232785472	0.56
chr9	14595944	14597767	0.63
chr9	22390681	22392569	0.05
chr4	156801910	156803570	0.04
chr7	101127281	101127540	0.64
chr2	217351315	217353079	0.58
chr4	144661484	144663281	0.0
chr16	15819730	15819916	0.75
chr11	27883718	27885502	0.03
chr2	147572815	147574085	0.0
chrX	121463165	121464122	0.0
chr6	130337777	130339684	0.0
chr4	156241147	156242814	0.06
chr2	187097169	187098980	0.85
chr5	39218476	39220159	0.0
chr5	451792	452620	0.74
chr11	34890323	34891752	0.83
chr1	85754972	85756280	0.06
chr17	10729540	10729958	0.13
chr9	72530913	72532529	0.07
chr7	1921772	1922461	0.06
chr16	26991060	26993048	0.1
chr7	103525407	103527301	0.7
chr2	19594313	19595447	0.17
chr12	47579800	47581661	0.11
chr12	105599143	105600142	0.08
chr6	142092667	142094632	0.0
chr12	27886959	27888794	0.48
chr7	17274690	17275085	0.01
chr21	38283754	38285742	0.18
chr5	53298894	53300616	0.07
chr6	151505957	151507836	0.12
chr6	116494636	116496110	0.42
chr11	32860813	32862806	0.09
chr17	14327861	14329179	0.05
chr1	214931011	214932977	0.04
chr16	30417407	30418604	0.0
chr2	33256356	33257344	0.4
chr2	33140728	33141122	0.42
chr13	37663772	37665534	0.26
chr2	220191510	220193416	0.04
chr19	6271688	6272769	0.02
chr4	158299252	158300231	0.03
chr2	221971402	221973339	0.02
chr16	82802837	82804089	0.12
chr12	58603763	58605714	0.02
chr5	53490423	53491919	0.02
chr2	226534275	226536231	0.05
chr14	53817953	53818647	0.08
chr6	54537089	54538715	0.0
chr12	58048047	58049945	0.0
chrX	30123433	30125267	0.05
chr2	157297221	157298601	0.04
chr22	20009310	20010178	0.09
chr2	219708598	219710318	0.2
chr6	169514730	169516710	0.47
chr1	162683169	162684407	0.74
chr16	86674659	86676659	0.0
chr11	102785195	102785286	0.43
chrX	102721902	102723551	0.69
chr1	182780040	182781622	0.84
chr7	100633865	100633898	0.37
chr1	151715649	151715866	0.91
chr4	187473382	187474232	0.11
chr8	119473160	119474334	0.37
chr3	190251336	190253168	0.09
chr21	35248561	35250502	0.02
chr22	15876344	15877895	0.04
chr16	86658058	86659987	0.03
chr5	53500192	53501095	0.26
chr10	94684288	94684513	0.18
chrX	39760259	39762143	0.6
chr2	221098110	221100073	0.23
chr5	159731726	159733692	0.2
chr12	46542310	46544301	0.51
chr4	21845426	21847347	0.05
chr12	58773189	58774919	0.0
chr4	176615674	176617065	0.03
chr12	132283238	132283343	0.0
chr7	30915197	30915508	0.06
chr7	105953077	105953472	0.07
chr16	83738307	83738763	0.03
chrX	3150945	3152940	0.0
chrX	11220300	11222251	0.06
chr14	71807018	71808856	0.05
chr7	103752986	103754966	0.82
chrX	45855075	45856775	0.02
chr9	22304642	22306489	0.0
chrX	29806808	29807839	0.0
chr6	10426563	10426638	0.01
chr16	21642739	21643027	0.4
chr4	186591870	186593398	0.47
chr1	42959781	42959899	0.48
chr12	80259043	80259493	0.14
chr15	96142253	96144107	0.02
chr2	220194566	220196500	0.04
chr2	198556961	198558377	0.02
chr21	35167894	35169578	0.15
chr2	220156099	220158012	0.03
chr9	98482505	98483649	0.0
chr17	69152719	69154711	0.11
chr6	139544892	139546363	0.14
chr12	69017090	69018954	0.17
chr12	80658911	80660842	0.0
chr12	102321696	102323623	0.0
chr7	56079439	56079619	0.0
chr21	29223715	29224340	0.16
chr7	41896680	41898613	0.13
chr16	83797140	83797947	0.13
chr7	35222711	35224660	0.8
chr14	30079479	30079540	0.67
chr1	67055003	67056631	0.58
chr12	58241005	58242915	0.0
chr20	62969343	62969632	0.21
chr2	84846285	84847650	0.0
chr10	89900760	89902652	0.0
chr2	220440490	220442307	0.0
chr16	83222462	83224335	0.0
chr12	45713636	45714835	0.31
chr12	121885047	121885171	0.86
chr15	99860465	99862328	0.55
chrX	45604125	45606040	0.48
chr4	182149003	182150916	0.58
chr4	108261267	108262689	0.72
chr4	162534259	162536132	0.03
chr17	38736449	38736563	0.19
chr3	191241683	191243679	0.03
chr6	128656241	128658059	0.11
chr16	83786450	83786649	0.32
chr2	401323	401628	0.76
chr7	143614188	143616146	0.31
chr10	90499383	90500672	0.04
chr6	139589748	139591671	0.04
chr12	47041175	47043129	0.04
chr12	39615315	39616868	0.04
chr12	47513614	47515605	0.0
chr1	85824617	85826017	0.42
chr2	230604973	230606817	0.09
chr8	43225760	43227740	0.1
chr5	128261159	128263114	0.1
chr4	144676520	144678467	0.2
chr3	87294088	87295548	0.06
chr2	19618068	19620004	0.07
chr12	58447556	58449496	0.02
chr12	77855687	77857409	0.04
chr21	38270672	38272433	0.01
chr7	155845999	155846056	0.05
chr16	3238602	3238971	0.08
chrX	120821630	120823438	0.0
chr5	13787112	13788960	0.0
chr7	41961471	41963294	0.0
chr18	1966470	1968360	0.02
chr9	72482685	72484228	0.08
chr4	22549821	22550876	0.6
chr7	154733085	154734227	0.95
chr6	169040068	169041859	0.36
chr6	130846475	130848260	0.03
chr14	21046660	21048426	0.89
chr5	34674709	34675533	0.28
chr6	54430629	54432150	0.06
chr3	46101318	46103309	0.0
chr13	47642935	47644849	0.08
chrX	29797207	29799023	0.17
chr12	18107518	18109447	0.08
chr10	1009045	1009625	0.05
chr4	22192438	22194315	0.0
chr1	158082191	158084109	0.09
chrX	45705689	45707574	0.04
chr14	54275952	54276522	0.08
chr8	21784971	21786714	0.72
chr8	22561453	22561598	0.6
chr19	43693634	43693685	0.56
chr6	139221600	139222980	0.06
chrX	24718720	24719687	0.52
chr2	32914136	32915074	0.22
chr8	115033215	115034999	0.2
chrX	2176553	2178541	0.69
chr2	31289198	31291114	0.61
chr3	152870695	152872548	0.0
chr5	13799990	13801729	0.0
chrX	30506507	30508478	0.0
chrX	134960627	134961452	0.25
chr6	9066331	9068313	0.0
chr9	122569385	122571046	0.26
chr4	156286062	156287904	0.04
chr21	35237268	35238933	0.05
chr10	90461301	90463300	0.02
chr7	143963542	143965460	0.0
chr1	206514915	206515116	0.0
chr5	128336537	128337478	0.0
chr11	96336500	96338343	0.62
chr20	37235689	37236119	0.7
chr17	78081671	78082240	0.74
chr5	92904269	92906070	0.64
chrX	154550184	154550442	0.66
chr9	36778475	36779098	1.0
chr7	139192474	139194080	0.72
chr5	33626225	33628173	0.11
chr7	103487807	103489755	0.67
chr6	140497311	140499180	0.17
chr22	27800658	27802094	0.03
chr12	80634644	80635805	0.04
chr21	34932812	34934609	0.03
chr2	33125614	33126751	0.08
chr2	227708504	227710018	0.1
chr12	45912231	45912819	0.07
chr2	177618326	177618533	0.04
chr10	15850024	15852006	0.48
chr14	65178777	65179977	0.04
chr6	141958755	141960482	0.04
chr14	54021287	54023206	0.05
chr2	231796001	231796441	0.01
chr6	10388971	10389258	0.16
chr4	22054075	22055958	0.03
chr21	34247822	34249804	0.07
chr9	72299775	72300883	0.02
chr3	63800243	63801017	0.02
chr2	227921745	227923743	0.04
chr5	128959905	128961718	0.85
chr11	76207255	76207288	0.05
chr5	13782480	13784460	0.03
chr9	73084463	73085833	0.03
chr5	128961733	128962622	0.76
chr12	48634789	48636440	0.59
chrX	7342927	7344402	0.57
chr6	14746765	14748597	0.64
chr16	81989993	81991991	0.01
chr2	219818468	219820073	0.21
chr2	33285857	33287401	0.33
chr11	102018363	102020262	0.3
chr4	145385831	145387274	0.0
chr12	114671611	114672338	0.05
chr10	77240243	77241541	0.0
chr5	53291154	53292939	0.05
chr8	120292891	120294004	0.03
chr5	13086942	13088350	0.0
chr9	37168237	37169979	0.53
chr2	219829676	219831641	0.1
chr4	109939366	109939536	0.04
chr15	48530495	48530554	0.08
chr6	148891262	148893213	0.02
chr17	69454085	69454199	0.03
chr16	8080185	8081346	0.03
chrX	120824556	120825877	0.05
chr3	187870665	187871085	0.14
chr1	185887023	185888993	0.22
chr2	104612684	104614636	0.75
chr2	100845955	100847769	0.15
chr6	139546709	139548684	0.18
chr18	77830770	77832712	0.07
chr2	198519771	198521585	0.14
chr6	44612188	44613554	0.2
chr11	102023208	102025207	0.37
chr6	148870465	148872461	0.21
chrX	45982633	45984581	0.26
chr18	55542838	55544588	0.03
chr11	28641240	28643168	0.46
chr13	20977911	20979847	0.48
chr12	47023118	47024704	0.06
chr17	56683524	56685492	0.07
chr4	81047403	81049360	0.03
chr8	106002324	106004306	0.06
chr12	77901447	77903339	0.11
chr2	33179345	33181282	0.17
chr1	186572533	186574339	0.02
chr21	44804541	44805055	0.01
chr7	103574444	103576387	0.91
chr5	13483060	13484943	0.07
chr4	168923916	168925239	0.09
chr12	101111130	101112956	0.19
chr7	144783277	144785246	0.01
chr12	18497339	18499175	0.09
chr16	82701907	82703896	0.0
chr8	114991191	114991952	0.0
chr6	57779585	57780865	0.0
chr2	219939453	219941115	0.04
chr6	5359292	5360169	0.11
chr12	105500375	105502305	0.69
chr6	10382505	10382568	0.67
chr4	141463851	141465311	0.0
chr20	1753711	1755299	0.51
chr2	32984647	32984692	0.55
chr7	121131871	121133000	0.42
chr17	82982810	82984763	0.67
chr16	87299527	87301329	0.7
chr3	170528028	170529463	0.97
chr18	2672710	2673329	0.71
chr12	14927296	14928028	0.68
chr4	105231619	105233344	0.69
chr19	49801612	49801766	0.76
chr2	216436029	216437968	0.59
chr2	33152427	33153516	0.08
chr11	102693291	102695068	0.06
chr6	130468259	130470220	0.07
chr1	149844638	149845787	0.14
chr5	32884989	32886490	0.02
chr3	120285048	120285396	0.04
chr18	2038577	2040410	0.0
chr2	199189170	199190894	0.09
chr12	47158977	47160873	0.02
chr6	11798030	11798602	0.0
chr4	80752845	80754661	0.0
chr4	149769602	149771397	0.0
chr2	225846047	225848016	0.0
chr1	209106027	209106756	0.57
chr15	96186538	96187591	0.31
chr8	120177440	120178539	0.24
chr15	74954311	74955097	0.01
chr3	73773228	73773741	0.23
chrX	50803062	50804912	0.65
chr17	17781153	17781300	0.59
chr12	80064220	80065864	0.04
chr2	220572765	220574752	0.2
chr5	32676985	32678984	0.15
chr17	68990938	68992873	0.05
chr14	60311973	60312553	0.04
chr2	219832225	219834102	0.0
chr12	102637720	102639364	0.0
chr6	7780802	7781003	0.03
chr12	76725945	76727528	0.23
chr7	16905695	16905819	0.04
chr10	90072946	90074904	0.04
chr2	226016286	226017859	0.04
chr18	2141455	2143450	0.04
chr1	53238879	53239164	0.01
chr12	58247707	58249598	0.09
chr21	29205164	29205358	0.39
chrX	50914324	50915966	0.47
chr11	28712889	28714665	0.06
chr2	220593732	220595577	0.21
chr2	56853840	56855240	0.07
chr16	83747760	83748868	0.04
chr2	228646285	228647974	0.02
chr15	34665988	34667245	0.56
chr21	10325705	10326290	0.23
chr2	33198734	33198814	0.67
chr19	2495617	2496113	0.81
chr12	69042840	69044647	0.04
chr3	155003815	155005617	0.09
chr10	14592572	14593123	0.14
chr8	118461493	118462825	0.12
chr21	29234364	29234548	0.1
chr4	37015002	37016982	0.14
chr13	111017424	111018307	0.1
chr9	22434714	22436382	0.22
chr19	18156913	18157054	0.08
chr9	6924613	6925356	0.08
chr15	60806287	60806489	0.17
chr2	228639006	228640708	0.05
chr6	130797932	130799872	0.0
chr2	220237069	220237188	0.05
chr9	107578184	107579795	0.05
chr8	118370245	118371870	0.04
chr2	220316031	220317951	0.05
chr2	104666566	104668547	1.0
chr6	72583953	72585857	0.1
chr4	69657356	69657412	0.65
chr13	55180281	55181945	0.0
chr6	152590019	152591230	0.0
chr12	56841657	56842351	0.0
chr16	3032122	3032186	0.21
chr22	48759636	48759780	0.62
chr12	53703945	53704300	0.0
chrX	155807855	155808960	0.18
chr2	220313850	220315366	0.0
chr15	23765941	23767411	0.16
chr5	128366330	128368253	0.04
chr17	35185629	35187491	0.02
chr2	226441471	226443430	0.0
chr2	220635035	220636940	0.0
chr12	47409771	47411649	0.01
chr18	2235029	2236686	0.0
chr4	186898581	186900337	0.5
chr3	142640355	142641748	0.75
chr9	80538753	80539493	0.82
chrX	285319	287062	0.59
chr4	119555084	119556788	0.71
chr12	22376742	22376971	0.66
chr9	91720653	91720980	0.44
chr15	67747107	67748810	0.73
chr2	150743655	150745349	0.8
chr17	64370476	64371410	0.81
chr5	171811688	171812920	0.46
chr19	39139968	39140550	0.05
chr8	106459265	106461234	0.04
chr20	23080612	23082529	0.02
chr11	31963965	31965533	0.39
chr12	79955566	79957000	0.36
chrX	10247288	10249136	0.35
chr13	55185618	55187507	0.03
chr2	226372835	226374643	0.02
chrX	29888292	29890183	0.04
chr2	219798108	219799951	0.04
chr6	152320020	152321831	0.06
chr7	95708759	95710365	0.89
chr2	157328645	157330180	0.17
chr5	128263417	128264440	0.12
chr12	98837613	98838588	0.03
chr7	95711365	95712927	0.77
chr2	198898652	198900355	0.17
chr7	41876326	41878233	0.32
chr16	89097909	89098609	0.17
chr12	46717823	46719493	0.13
chr15	96016606	96017990	0.12
chr2	220575178	220577154	0.0
chrX	29462358	29463913	0.0
chr18	2161991	2163920	0.0
chr6	141800467	141802372	0.08
chr6	9504895	9506891	0.08
chr19	13102495	13103309	0.01
chr12	10210489	10210835	0.88
chr6	142265453	142267361	0.31
chr3	71282722	71284679	0.52
chr11	102128361	102130253	0.15
chr12	47341814	47343684	0.17
chr4	156311786	156313786	0.1
chr19	18220739	18220766	0.81
chr17	29049740	29049994	0.0
chr7	43121214	43123185	0.01
chr7	64739878	64740979	0.39
chr8	118672053	118674045	0.03
chr21	38297407	38299280	0.04
chr6	130770928	130772896	0.22
chrX	19680149	19682138	0.51
chr6	19672399	19673965	0.54
chr9	109867226	109869139	0.18
chrX	72368955	72369323	0.26
chr5	53492084	53494051	0.09
chr6	57983699	57984786	0.0
chr12	105802707	105804453	0.48
chr22	35067739	35069732	0.21
chrX	2745220	2746950	0.15
chr16	10132747	10133251	0.02
chr12	82318181	82320107	0.24
chr21	45411512	45411959	0.03
chr8	133677847	133679769	0.18
chr1	85793953	85795013	0.0
chr2	33052490	33052944	0.23
chr4	186731219	186733189	0.2
chr4	73623034	73624860	0.08
chr16	7948233	7950229	0.04
chr12	18536866	18538813	0.03
chr2	226150581	226151824	0.12
chr6	147426401	147427928	0.0
chr7	103574118	103574352	0.7
chr7	133846422	133846841	0.45
chr6	161375995	161376079	0.27
chr6	128644566	128646564	0.21
chr1	86059138	86060676	0.12
chr5	40595872	40597855	0.0
chr12	58758746	58760414	0.0
chr7	103547274	103549178	0.89
chr3	87189385	87190579	0.18
chr8	128048395	128048641	0.1
chr7	143505868	143507373	0.04
chr6	130574407	130576228	0.04
chr16	86677551	86679473	0.18
chr4	5383384	5385381	0.08
chr3	86905231	86907068	0.09
chr16	89678159	89678499	0.14
chr5	84051652	84053557	0.69
chr4	122575129	122576447	0.44
chr9	22835612	22836624	0.11
chr1	214814783	214816704	0.04
chr8	120185005	120186667	0.12
chr5	36720497	36722352	0.05
chr20	64261193	64261654	0.03
chr6	5265085	5265825	1.0
chr2	53392684	53393180	0.75
chr5	175530002	175531538	0.71
chr10	112788967	112790819	0.6
chr13	37819563	37820578	0.0
chr4	144302118	144303148	0.0
chr8	118153888	118155822	0.06
chr12	58272097	58273965	0.05
chr16	83762018	83762264	0.22
chr7	16970793	16971339	0.08
chr8	125681221	125683080	0.16
chr17	68391389	68392909	0.63
chr7	46288217	46290033	0.87
chr2	33017379	33017386	0.7
chr19	11540759	11542440	0.76
chr17	68952343	68954296	0.27
chr10	99828869	99829918	0.32
chr10	26107405	26108481	0.22
chr20	49317998	49318077	0.43
chrX	72165223	72165397	0.64
chr14	25725274	25727141	0.0
chr1	118410740	118411604	0.04
chr2	199032178	199033037	0.0
chr2	209496552	209497894	0.69
chr17	13055212	13057171	0.23
chr19	46319453	46320682	0.83
chr8	117777006	117777945	0.68
chr16	11858794	11860715	0.61
chr4	24909213	24911172	0.05
chr5	39077907	39078902	0.03
chr7	104636258	104638168	0.91
chr21	29231672	29231825	0.03
chr1	214833800	214834552	0.41
chr2	199056333	199058126	0.06
chr19	54176608	54178475	0.71
chr4	8249556	8251217	0.91
chr12	105788927	105790868	0.06
chr8	106627277	106629031	0.01
chr3	128495460	128496483	0.05
chr21	29252444	29252958	0.18
chr16	27430799	27432230	0.14
chr8	15426329	15427212	0.04
chr8	108091767	108092887	0.17
chr16	83065237	83067065	0.0
chr16	83009855	83011766	0.0
chr12	58134771	58136667	0.03
chr14	96286218	96287022	0.03
chr8	108169540	108170980	0.11
chr5	33287675	33289651	0.14
chr2	226047624	226049477	0.0
chr4	163389210	163389929	0.0
chr6	152507930	152508567	0.0
chr16	88650537	88651549	0.01
chr16	58500736	58501560	0.01
chr18	12441077	12441928	0.01
chr2	226512059	226514032	0.07
chr1	228644095	228644529	0.37
chr16	83245292	83246988	0.03
chr21	33928890	33929157	0.2
chr1	206336251	206336662	0.06
chr16	83331947	83333272	0.23
chr3	146538438	146540399	0.5
chr1	248755448	248757250	0.08
chr1	186108868	186110811	0.13
chr3	16467896	16469054	0.02
chr2	19536815	19538216	0.15
chr16	27336178	27338106	0.51
chr18	2058881	2060805	0.05
chr18	2230791	2232576	0.06
chr8	106511477	106513401	0.03
chr14	53665854	53667779	0.04
chr2	225817947	225819880	0.03
chr12	58300847	58302781	0.05
chr8	106492370	106494114	0.05
chr2	220889696	220891221	0.0
chr1	215047430	215049235	0.0
chr2	225872048	225873912	0.05
chr6	141456667	141458634	0.19
chr22	34938253	34940033	0.12
chr12	77863296	77865272	0.06
chr20	31984581	31985600	0.84
chr6	1448052	1449205	0.19
chr2	230248217	230250093	0.03
chr21	35199366	35201024	0.11
chr1	87356194	87357215	0.04
chr16	82788219	82790130	0.0
chr1	167373487	167374291	0.06
chr2	191328256	191328744	0.07
chr4	176574508	176576347	0.03
chr1	185916781	185918750	0.0
chr2	156303529	156303604	0.03
chr5	13867211	13867893	0.09
chr5	32803671	32805641	0.02
chr7	41828318	41830039	0.14
chr18	2314421	2316334	0.11
chr7	144274749	144276746	0.14
chr18	2144023	2145889	0.1
chr12	77148671	77150394	0.04
chr8	120619905	120621878	0.03
chr3	190577314	190579174	0.06
chr7	103676590	103678128	0.9
chr2	156309588	156311406	0.04
chr16	83475650	83477592	0.03
chr2	226069230	226070921	0.21
chr6	1903774	1904654	0.12
chr6	140494728	140496623	0.12
chrX	3140307	3142192	0.0
chr6	75165776	75167304	0.0
chr7	41913648	41915515	0.01
chr6	141861951	141863950	0.0
chr1	214908094	214909583	0.03
chr2	220237309	220239191	0.11
chr1	215095336	215097326	0.04
chr3	152479244	152479471	0.03
chr1	235553048	235553759	0.04
chr18	2266798	2268341	0.0
chr5	33145300	33146513	0.05
chr7	6712725	6713395	0.61
chr9	104151183	104153041	0.65
chr14	53895508	53897507	0.15
chr6	131656163	131657089	0.49
chr6	130325314	130327152	0.05
chr6	142273434	142275317	0.04
chr6	106014302	106015404	0.04
chr6	1468752	1470743	0.0
chr3	157191594	157193195	0.19
chr12	102306019	102307717	0.1
chr10	90298321	90300232	0.23
chr9	72405030	72406935	0.02
chr16	80892878	80893884	0.73
chr10	26612017	26613603	0.16
chr5	128581110	128582827	0.02
chr15	24112839	24113848	0.13
chr1	146329719	146330038	0.04
chr9	43083107	43085098	0.0
chr4	77644100	77645808	0.07
chr14	100399304	100401286	0.07
chr9	125482809	125483024	0.3
chr14	23223545	23225167	0.21
chr10	128286738	128287217	0.03
chr5	1454346	1455613	0.03
chr16	83006513	83008508	0.05
chr18	74238319	74239685	0.67
chr9	113848580	113850027	0.75
chr3	132597231	132598625	0.69
chr6	144700636	144702549	0.73
chr9	100546461	100547998	0.75
chr10	38027422	38028919	0.68
chr17	1186750	1186950	0.74
chr19	33170730	33171229	0.77
chr18	12814739	12816639	0.78
chr13	23587946	23589893	0.69
chr9	70290181	70291779	0.55
chr14	67498704	67498743	0.79
chr5	83579305	83581269	0.81
chr6	34875018	34876420	0.38
chr6	45952305	45953319	0.07
chr9	137130375	137130558	0.01
chr19	38792989	38793648	0.89
chr5	93171045	93172837	0.78
chr2	43543128	43544591	0.7
chr11	119722502	119724408	0.73
chr8	105453727	105455608	0.85
chr3	157521510	157523420	0.78
chrX	46277331	46279162	0.0
chr1	158080056	158081928	0.06
chrX	141904942	141905912	0.0
chr2	226058939	226060812	0.21
chr10	90317402	90319160	0.1
chr16	3761519	3761695	0.12
chr12	18736255	18737939	0.06
chr2	226801369	226801646	0.01
chr4	184732916	184733022	0.04
chr2	66791491	66793091	0.42
chr4	1623264	1623502	0.09
chr2	33056684	33056875	0.21
chr4	109911468	109913435	0.03
chr4	125428913	125430000	0.06
chr17	56139507	56140412	0.13
chr5	42844879	42846606	0.03
chr3	153952139	153953647	0.09
chr1	42419384	42420756	0.81
chr18	2273509	2275307	0.07
chr5	33375212	33377144	0.12
chr2	220730608	220732533	0.0
chr2	221136550	221138299	0.02
chr8	118744439	118746360	0.0
